"School Year","Division Number","Division Name","School Number","School Name","Subject","Race","Gender","Disadvantaged","English Learner","Migrant","Homeless","Military","Foster Care","Disabled","Test Source","Pass Rate"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Black, not of Hispanic origin","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Black, not of Hispanic origin","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Hispanic","F","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","Hispanic","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Hispanic","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","Hispanic","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Hispanic","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Hispanic","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Hispanic","F","Y","Y","N","N","N","N","N","SOL","41.94"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Hispanic","M","Y","Y","N","N","N","N","N","SOL","18.75"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","Hispanic","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","Hispanic","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Hispanic","F","Y","Y","N","N","N","N","N","SOL","36.67"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Hispanic","M","Y","Y","N","N","N","N","N","SOL","42.42"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","Hispanic","F","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","Hispanic","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Hispanic","F","Y","Y","N","Y","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","Hispanic","F","Y","Y","N","Y","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Hispanic","F","Y","Y","N","Y","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","Hispanic","F","Y","Y","N","Y","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Hispanic","F","Y","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Hispanic","M","Y","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Hispanic","F","Y","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Hispanic","M","Y","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","White, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","White, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","White, not of Hispanic origin","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","White, not of Hispanic origin","M","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","White, not of Hispanic origin","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","White, not of Hispanic origin","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","White, not of Hispanic origin","M","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","White, not of Hispanic origin","F","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","White, not of Hispanic origin","M","Y","Y","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","White, not of Hispanic origin","M","Y","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","White, not of Hispanic origin","M","Y","Y","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Native Hawaiian  or Pacific Islander","F","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Native Hawaiian  or Pacific Islander","F","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Non-Hispanic, two or more races","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","Non-Hispanic, two or more races","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Non-Hispanic, two or more races","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","Non-Hispanic, two or more races","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Non-Hispanic, two or more races","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","English:Reading","Non-Hispanic, two or more races","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","History and Social Science","Non-Hispanic, two or more races","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Mathematics","Non-Hispanic, two or more races","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","40","Mary Carr Greer Elementary","Science","Non-Hispanic, two or more races","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Hispanic","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Hispanic","F","N","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Hispanic","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","91.95"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","97.56"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","97.06"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","89.66"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","92.68"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","97.06"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","60.00"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","53.33"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","White, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","White, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Native Hawaiian  or Pacific Islander","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Native Hawaiian  or Pacific Islander","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","Non-Hispanic, two or more races","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","Non-Hispanic, two or more races","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Non-Hispanic, two or more races","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Non-Hispanic, two or more races","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","Black, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Black, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","Hispanic","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","Hispanic","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","Hispanic","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","Hispanic","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","Hispanic","M","Y","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL","75.00"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL","66.67"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","White, not of Hispanic origin","M","Y","N","N","N","N","N","N","SOL","<50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","White, not of Hispanic origin","F","Y","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","White, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","English:Reading","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","History and Social Science","White, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","White, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Mathematics","White, not of Hispanic origin","M","Y","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","250","Meriwether Lewis Elementary","Science","White, not of Hispanic origin","F","Y","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Asian","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Asian","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Asian","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Asian","F","N","N","N","N","N","N","N","SOL","100.00"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Asian","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Asian","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","81.82"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","71.43"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","85.71"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","70.00"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","54.55"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","N","SOL","77.78"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","N","SOL","84.62"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Black, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","F","N","N","N","N","Y","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Black, not of Hispanic origin","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Hispanic","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Hispanic","M","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Hispanic","F","N","N","N","N","N","N","N","SOL","92.31"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Hispanic","M","N","N","N","N","N","N","N","SOL","81.82"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Hispanic","M","N","N","N","N","N","N","N","SOL","83.33"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Hispanic","F","N","N","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Hispanic","M","N","N","N","N","N","N","N","SOL","90.91"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Hispanic","F","N","N","N","N","Y","N","N","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Hispanic","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Hispanic","F","N","N","N","N","Y","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Hispanic","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Hispanic","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Hispanic","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","History and Social Science","Hispanic","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Hispanic","F","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","Mathematics","Hispanic","M","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Hispanic","F","N","N","N","N","N","N","Y","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","Science","Hispanic","M","N","N","N","N","N","N","Y","SOL","<50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Reading","Hispanic","F","N","Y","N","N","N","N","N","SOL",">50"
"2017-2018","2","Albemarle County","1052","Monticello High","English:Writing","Hispanic","F","N","Y","N","N","N","N","N","SOL","<50"
